code,name,description,refreshed_at,from_date,to_date
UFI,"Unifi Inc. (UFI) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Unifi, Inc. (UFI). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/18 21:46,3/26/90,3/27/18
UFPI,"Universal Forest Products Inc. (UFPI) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Universal Forest Products, Inc. (UFPI). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/18 21:46,11/10/93,3/27/18
UFPT,"UFP Technologies Inc. (UFPT) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for UFP Technologies, Inc. (UFPT). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/18 21:46,12/17/93,3/27/18
UFS,"Domtar Corp (UFS) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Domtar Corporation (UFS). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/18 21:45,3/7/07,3/27/18
UGI,"UGI Corp. (UGI) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for UGI Corporation (UGI). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/18 21:46,1/5/88,3/27/18
UHAL,"AMERCO (UHAL) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Amerco (UHAL). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/18 21:45,11/4/94,3/27/18
UHS,"Universal Health Services Inc. (UHS) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Universal Health Services, Inc. (UHS). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/18 21:46,3/26/90,3/27/18
UHT,"Universal Health Rlty. Inc. Tr (UHT) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Universal Health Realty Income Trust (UHT). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/18 21:46,11/5/87,3/27/18
UIHC,"United Insurance Holdings Corp (UIHC) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for United Insurance Holdings Corp. (UIHC). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/18 21:46,11/7/07,3/27/18
UIL,"UIL Holdings Corp (UIL) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for UIL Holdings Corporation (UIL). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",4/26/17 14:38,8/31/87,12/16/15
UIS,"Unisys Corp. (UIS) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Unisys Corporation (UIS). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",3/27/18 21:46,6/1/72,3/27/18
